date,flight,type,route,mc,lent_num,arrive_runway,bag_waight,mc_arrive,hatch_open,err_hatch_open,beg_unload_spo,end_unload_spo,beg_unload_sobgp,end_unload_sobgp,end_unload_tgo,err_end_unload,violation_standart,time_beg_lenta,time_end_lenta,violation_first_bag,violation_last_bag,deliver_1_beg,deliver_1_end,deliver_2_beg,deliver_2_end,deliver_3_beg,deliver_3_end,senior_loader,company,bag_status
2026-06-19,PC 1458 ,32Щ,ДАЛАМАН,29,Y(А13),06:45,2270,2026-06-19 06:56:00,2026-06-19 06:59:00,,2026-06-19 06:59:00,2026-06-19 07:16:00,2026-06-19 06:59:00,2026-06-19 07:16:00,2026-06-19 07:15:00,1.0,2.0,2026-06-19 07:09:00,2026-06-19 07:20:00,,0.0,2026-06-19 07:06:00,2026-06-19 07:09:00,2026-06-19 07:15:00,2026-06-19 07:19:00,,,Науну М.,Pegasus,Выдача до 30 минут
2026-06-19,TK 407 ,333,СТАМБУЛ(СТАМБУЛ НЬЮ),18,Y(А10),06:47,4247,2026-06-19 07:00:00,2026-06-19 07:03:00,,2026-06-19 07:04:00,2026-06-19 07:17:00,2026-06-19 07:08:00,2026-06-19 07:17:00,2026-06-19 07:32:00,,,2026-06-19 07:19:00,2026-06-19 07:24:00,,0.0,2026-06-19 07:08:00,2026-06-19 07:17:00,2026-06-19 07:27:00,2026-06-19 07:28:00,,,"Давлатов Б. Ч., Чеканов В. А.",Turkish Airlines,Выдача до 30 минут
2026-06-19,TK 3014 ,321,АНТАЛЬЯ,24,0,06:52,0,2026-06-19 07:03:00,2026-06-19 07:06:00,,2026-06-19 07:11:00,2026-06-19 07:22:00,2026-06-19 07:11:00,2026-06-19 07:22:00,,,11.0,,-1,,0.0,2026-06-19 07:11:00,2026-06-19 07:21:00,2026-06-19 07:30:00,2026-06-19 07:31:00,,,"Дубинский В. Д., Михайлов М. С.",Turkish Airlines,Не определено
2026-06-19,ДР 476 ,73Х,САРАТОВ(ГАГАРИН),51,Y(А04),06:54,350,2026-06-19 07:05:00,2026-06-19 07:06:00,,2026-06-19 07:08:00,2026-06-19 07:12:00,2026-06-19 07:08:00,2026-06-19 07:12:00,2026-06-19 07:11:00,1.0,2.0,2026-06-19 07:18:00,2026-06-19 07:19:00,,0.0,2026-06-19 07:13:00,2026-06-19 07:18:00,,,,,Саидов А. С.,Победа,Выдача до 30 минут
2026-06-19,NE 618 ,320,ХУРГАДА(ХУРГАДА ИНТЛ.),25,Y(А13),07:42,1632,2026-06-19 07:52:00,2026-06-19 07:54:00,,2026-06-19 07:55:00,2026-06-19 08:06:00,2026-06-19 07:55:00,2026-06-19 08:06:00,2026-06-19 08:07:00,,,2026-06-19 08:05:00,2026-06-19 08:16:00,,0.0,2026-06-19 08:01:00,2026-06-19 08:05:00,2026-06-19 08:11:00,2026-06-19 08:15:00,,,Омурбе У. Б.,Nesma Airlines,Выдача до 30 минут
2026-06-19,ФВ 6019 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),8,Y(А04),07:42,100,2026-06-19 07:54:00,2026-06-19 07:57:00,,2026-06-19 07:57:00,2026-06-19 07:58:00,2026-06-19 07:57:00,2026-06-19 07:58:00,2026-06-19 07:59:00,,,2026-06-19 08:00:00,2026-06-19 08:01:00,,0.0,2026-06-19 07:58:00,2026-06-19 08:02:00,,,,,Рябчевский В. О.,Россия,Выдача до 30 минут
2026-06-19,ЮТ 454 ,73Х,ТЮМЕНЬ(РОЩИНО),21,Y(А07),07:49,685,2026-06-19 07:58:00,2026-06-19 07:58:00,,2026-06-19 08:00:00,2026-06-19 08:05:00,2026-06-19 08:00:00,2026-06-19 08:05:00,2026-06-19 08:07:00,,,2026-06-19 08:09:00,2026-06-19 08:12:00,,0.0,2026-06-19 08:09:00,2026-06-19 08:11:00,,,,,Воробьев Т. А.,Ютэйр,Выдача до 30 минут
2026-06-19,ЮТ 572 ,73Х,КРАСНОЯРСК,12,Y(А06),07:55,797,2026-06-19 08:05:00,2026-06-19 08:05:00,,2026-06-19 08:09:00,2026-06-19 08:16:00,2026-06-19 08:11:00,2026-06-19 08:16:00,2026-06-19 08:14:00,2.0,,2026-06-19 08:21:00,2026-06-19 08:26:00,,0.0,2026-06-19 08:18:00,2026-06-19 08:23:00,,,,,"Додаров Ф. М., Иванов В. А.",Ютэйр,Выдача до 30 минут
2026-06-19,ЮТ 248 ,734,СУРГУТ,17,Y(А08),08:28,626,2026-06-19 08:36:00,2026-06-19 08:37:00,,2026-06-19 08:41:00,2026-06-19 08:44:00,2026-06-19 08:41:00,2026-06-19 08:44:00,2026-06-19 08:44:00,,,2026-06-19 08:51:00,2026-06-19 08:52:00,,0.0,2026-06-19 08:48:00,2026-06-19 08:52:00,,,,,Фаёзов А. Р.,Ютэйр,Выдача до 30 минут
2026-06-19,ЮТ 364 ,735,УФА,15,Y(А05),08:31,256,2026-06-19 08:45:00,2026-06-19 08:47:00,,2026-06-19 08:52:00,2026-06-19 08:57:00,2026-06-19 08:52:00,2026-06-19 08:57:00,2026-06-19 08:51:00,6.0,3.0,2026-06-19 09:03:00,2026-06-19 09:04:00,,0.0,2026-06-19 08:59:00,2026-06-19 09:02:00,,,,,Екимов С. С.,Ютэйр,Выдача до 30 минут
2026-06-19,ФВ 6051 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),9,Y(А04),08:35,20,2026-06-19 08:44:00,2026-06-19 08:46:00,,2026-06-19 08:47:00,2026-06-19 08:48:00,2026-06-19 08:47:00,2026-06-19 08:48:00,2026-06-19 08:48:00,,1.0,2026-06-19 08:51:00,2026-06-19 08:52:00,,0.0,2026-06-19 08:48:00,2026-06-19 08:51:00,,,,,Саидов А. С.,Россия,Выдача до 30 минут
2026-06-19,ЮТ 560 ,73Х,МАХАЧКАЛА,11,Y(А05),08:40,474,2026-06-19 08:49:00,2026-06-19 08:51:00,,2026-06-19 08:53:00,2026-06-19 08:57:00,2026-06-19 08:53:00,2026-06-19 08:57:00,2026-06-19 08:56:00,1.0,1.0,2026-06-19 09:01:00,2026-06-19 09:02:00,,0.0,2026-06-19 08:59:00,2026-06-19 09:01:00,,,,,Демчук Д. П.,Ютэйр,Выдача до 30 минут
2026-06-19,ЮТ 352 ,73Е,ХАНТЫ-МАНСИЙСК,10,Y(А07),08:43,541,2026-06-19 08:54:00,2026-06-19 08:54:00,,2026-06-19 09:07:00,2026-06-19 09:21:00,2026-06-19 09:20:00,2026-06-19 09:21:00,2026-06-19 09:02:00,19.0,,2026-06-19 09:16:00,2026-06-19 09:19:00,2.0,0.0,2026-06-19 09:13:00,2026-06-19 09:16:00,,,,,"Давлатов Б. Ч., Дубинский В. Д.",Ютэйр,Выдача до 30 минут
2026-06-19,DV 809 ,738,АЛМАТЫ(АЛМАТЫ ИНТЛ.),19,Y(А13),08:46,1218,2026-06-19 09:04:00,2026-06-19 09:04:00,,2026-06-19 09:06:00,2026-06-19 09:13:00,2026-06-19 09:06:00,2026-06-19 09:13:00,2026-06-19 09:16:00,,,2026-06-19 09:16:00,2026-06-19 09:21:00,,0.0,2026-06-19 09:16:00,2026-06-19 09:21:00,2026-06-19 09:09:00,2026-06-19 09:16:00,,,"Каламбеков У. О., Рябчевский В. О.",SCAT Airlines,Выдача до 30 минут
2026-06-19,AZO 7154 ,СУ9,БАТУМИ,28,Y(А11),09:32,697,2026-06-19 09:47:00,2026-06-19 09:48:00,,2026-06-19 09:51:00,2026-06-19 09:58:00,2026-06-19 09:51:00,2026-06-19 09:58:00,2026-06-19 09:56:00,2.0,2.0,2026-06-19 10:02:00,2026-06-19 10:03:00,,0.0,2026-06-19 10:00:00,2026-06-19 10:01:00,,,,,"Демчук Д. П., Черкас В. А.",GEORGIAN AIRWAYS,Выдача до 30 минут
2026-06-19,3F 321 ,321,ЕРЕВАН(ЗВАРТНОЦ ИНТЛ),29,Y(А13),09:36,1301,2026-06-19 09:47:00,2026-06-19 09:50:00,,2026-06-19 09:51:00,2026-06-19 09:58:00,2026-06-19 09:56:00,2026-06-19 09:58:00,2026-06-19 10:00:00,,,2026-06-19 09:58:00,2026-06-19 10:03:00,,0.0,2026-06-19 09:54:00,2026-06-19 09:58:00,2026-06-19 10:03:00,2026-06-19 10:04:00,,,"Гаврилов В. А., Чеканов В. А.",FLYONE Armenia,Выдача до 30 минут
2026-06-19,ЯМ 597 ,73Х,МИРНЫЙ,6,Y(А06),09:38,1800,2026-06-19 09:47:00,2026-06-19 09:49:00,,2026-06-19 09:52:00,2026-06-19 10:11:00,2026-06-19 09:52:00,2026-06-19 10:11:00,2026-06-19 10:03:00,8.0,7.0,2026-06-19 10:01:00,2026-06-19 10:15:00,,0.0,2026-06-19 09:58:00,2026-06-19 10:00:00,2026-06-19 10:12:00,2026-06-19 10:16:00,,,Додаров Ф. М.,Алроса,Выдача до 30 минут
2026-06-19,ФВ 6003 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),8,Y(А04),09:41,40,2026-06-19 09:50:00,2026-06-19 09:52:00,,2026-06-19 09:53:00,2026-06-19 09:54:00,2026-06-19 09:53:00,2026-06-19 09:54:00,2026-06-19 09:54:00,,1.0,2026-06-19 09:58:00,2026-06-19 09:59:00,,0.0,2026-06-19 09:55:00,2026-06-19 10:00:00,,,,,Аганин А. А.,Россия,Выдача до 30 минут
2026-06-19,ВГ 2390 ,ЯК4,ВОЛОГДА,45,0,09:47,70,2026-06-19 09:54:00,2026-06-19 09:54:00,,2026-06-19 09:57:00,2026-06-19 09:58:00,2026-06-19 09:57:00,2026-06-19 09:58:00,2026-06-19 09:58:00,,1.0,,-1,,0.0,,,,,,,Фаёзов А. Р.,Вологодское АП,Не определено
2026-06-19,ФВ 6013 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),9,Y(А04),09:54,69,2026-06-19 10:04:00,2026-06-19 10:06:00,,2026-06-19 10:07:00,2026-06-19 10:08:00,2026-06-19 10:07:00,2026-06-19 10:08:00,2026-06-19 10:08:00,,1.0,2026-06-19 10:11:00,2026-06-19 10:12:00,,0.0,2026-06-19 10:08:00,2026-06-19 10:10:00,,,,,Омурбе У. Б.,Россия,Выдача до 30 минут
2026-06-19,DV 801 ,7М8,ШЫМКЕНТ(ШЫМКЕНТ ИНТЛ.),18,Y(А13),10:38,1131,2026-06-19 10:44:00,2026-06-19 10:46:00,,2026-06-19 10:47:00,2026-06-19 10:57:00,2026-06-19 10:47:00,2026-06-19 10:57:00,2026-06-19 10:56:00,1.0,2.0,2026-06-19 11:21:00,2026-06-19 11:22:00,17.0,8.0,2026-06-19 10:59:00,2026-06-19 11:05:00,,,,,Рябчевский В. О.,SCAT Airlines,Выдача от 30 до 40 минут
2026-06-19,ДР 1188 ,73Х,МАХАЧКАЛА,49,Y(А07),10:40,535,2026-06-19 10:47:00,2026-06-19 10:50:00,,2026-06-19 10:50:00,2026-06-19 10:55:00,2026-06-19 10:50:00,2026-06-19 10:55:00,2026-06-19 10:55:00,,1.0,2026-06-19 11:03:00,2026-06-19 11:07:00,,0.0,2026-06-19 10:58:00,2026-06-19 11:03:00,,,,,Дубинский В. Д.,Победа,Выдача до 30 минут
2026-06-19,С7 3032 ,320,УЛАН-УДЭ(МУХИНО),35,Y(А06),10:43,906,2026-06-19 10:52:00,2026-06-19 11:08:00,13.0,2026-06-19 11:00:00,2026-06-19 11:05:00,2026-06-19 11:00:00,2026-06-19 11:05:00,2026-06-19 11:02:00,3.0,,2026-06-19 11:13:00,2026-06-19 11:15:00,,0.0,2026-06-19 11:06:00,2026-06-19 11:12:00,,,,,Иванов В. А.,Сибирь,Выдача до 30 минут
2026-06-19,ДР 742 ,73Х,ТАШКЕНТ(ТАШКЕНТ ИНТЛ.),47,Y(А12),10:46,320,2026-06-19 10:55:00,2026-06-19 10:55:00,,2026-06-19 10:56:00,2026-06-19 10:58:00,2026-06-19 10:56:00,2026-06-19 10:58:00,2026-06-19 11:01:00,,,2026-06-19 11:08:00,2026-06-19 11:11:00,,0.0,2026-06-19 11:00:00,2026-06-19 11:07:00,,,,,Омурбе У. Б.,Победа,Выдача до 30 минут
2026-06-19,ЖГ 936 ,73Х,ТБИЛИСИ(ТБИЛИСИ ИНТЛ.),30,Y(А09),10:49,1320,2026-06-19 10:55:00,2026-06-19 10:56:00,,2026-06-19 10:58:00,2026-06-19 11:07:00,2026-06-19 10:58:00,2026-06-19 11:07:00,2026-06-19 11:08:00,,,2026-06-19 11:17:00,2026-06-19 11:19:00,2.0,0.0,2026-06-19 11:09:00,2026-06-19 11:12:00,2026-06-19 11:04:00,2026-06-19 11:08:00,,,Каламбеков У. О.,GEORGIAN AIRWAYS,Выдача до 30 минут
2026-06-19,ДР 714 ,73Х,САМАРКАНД(САМАРКАНД ИНТЛ.),50,Y(А11),10:51,172,2026-06-19 10:57:00,2026-06-19 11:00:00,,2026-06-19 11:01:00,2026-06-19 11:02:00,2026-06-19 11:01:00,2026-06-19 11:02:00,2026-06-19 11:02:00,,,2026-06-19 11:09:00,2026-06-19 11:11:00,,0.0,2026-06-19 11:02:00,2026-06-19 11:08:00,,,,,Науну М.,Победа,Выдача до 30 минут
2026-06-19,PC 7458 ,32Щ,СТАМБУЛ(САБИХА ГОКЦЕН),20,Y(А09),10:54,2251,2026-06-19 11:03:00,2026-06-19 11:05:00,,2026-06-19 11:06:00,2026-06-19 11:17:00,2026-06-19 11:06:00,2026-06-19 11:17:00,2026-06-19 11:22:00,,,2026-06-19 11:17:00,2026-06-19 11:26:00,,0.0,2026-06-19 11:19:00,2026-06-19 11:25:00,2026-06-19 11:11:00,2026-06-19 11:15:00,,,"Додаров Ф. М., Музафаров А. С.",Pegasus,Выдача до 30 минут
2026-06-19,ДР 730 ,73Х,ФЕРГАНА(ФЕРГАНА ИНТЛ.),48,Y(А11),10:59,89,2026-06-19 11:05:00,2026-06-19 11:07:00,,2026-06-19 11:07:00,2026-06-19 11:09:00,2026-06-19 11:07:00,2026-06-19 11:09:00,2026-06-19 11:10:00,,1.0,2026-06-19 11:18:00,2026-06-19 11:19:00,,0.0,2026-06-19 11:10:00,2026-06-19 11:16:00,,,,,Гаврилов В. А.,Победа,Выдача до 30 минут
2026-06-19,J2 807 ,320,БАКУ(ИМ. ГЕЙДАРА АЛИЕВА),25,Y(А10),11:01,1284,2026-06-19 11:13:00,2026-06-19 11:16:00,,2026-06-19 11:15:00,2026-06-19 11:25:00,2026-06-19 11:16:00,2026-06-19 11:25:00,2026-06-19 11:26:00,,,2026-06-19 11:26:00,2026-06-19 11:30:00,,0.0,2026-06-19 11:22:00,2026-06-19 11:27:00,2026-06-19 11:26:00,2026-06-19 11:30:00,,,"Демчук Д. П., Хушвактов П. З.",AZAL,Выдача до 30 минут
2026-06-19,ЮТ 446 ,73Е,КОГАЛЫМ,12,Y(А05),11:05,685,2026-06-19 11:13:00,2026-06-19 11:15:00,,2026-06-19 11:17:00,2026-06-19 11:23:00,2026-06-19 11:17:00,2026-06-19 11:23:00,2026-06-19 11:22:00,1.0,1.0,2026-06-19 11:28:00,2026-06-19 11:30:00,,0.0,2026-06-19 11:25:00,2026-06-19 11:29:00,,,,,Аганин А. А.,Ютэйр,Выдача до 30 минут
2026-06-19,ФВ 6005 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),10,Y(А04),11:07,104,2026-06-19 11:14:00,2026-06-19 11:15:00,,2026-06-19 11:19:00,2026-06-19 11:21:00,2026-06-19 11:19:00,2026-06-19 11:21:00,2026-06-19 11:19:00,2.0,1.0,2026-06-19 11:25:00,2026-06-19 11:26:00,,0.0,2026-06-19 11:22:00,2026-06-19 11:25:00,,,,,Черкас В. А.,Россия,Выдача до 30 минут
2026-06-19,TK 413 ,333,СТАМБУЛ(СТАМБУЛ НЬЮ),22,Y(А10),11:51,2947,2026-06-19 12:04:00,2026-06-19 12:04:00,,2026-06-19 12:05:00,2026-06-19 12:20:00,2026-06-19 12:07:00,2026-06-19 12:20:00,2026-06-19 12:28:00,,,2026-06-19 12:16:00,2026-06-19 12:21:00,,0.0,2026-06-19 12:29:00,2026-06-19 12:38:00,2026-06-19 12:16:00,2026-06-19 12:39:00,,,"Додаров Ф. М., Черкас В. А.",Turkish Airlines,Выдача до 30 минут
2026-06-19,PC 7388 ,32Щ,СТАМБУЛ(САБИХА ГОКЦЕН),24,Y(А09),11:58,1956,2026-06-19 12:08:00,2026-06-19 12:10:00,,2026-06-19 12:11:00,2026-06-19 12:24:00,2026-06-19 12:13:00,2026-06-19 12:24:00,2026-06-19 12:25:00,,,2026-06-19 12:22:00,2026-06-19 12:29:00,,0.0,2026-06-19 12:18:00,2026-06-19 12:22:00,2026-06-19 12:25:00,2026-06-19 12:28:00,,,"Воробьев Т. А., Демчук Д. П.",Pegasus,Выдача до 30 минут
2026-06-19,AZO 7108 ,СУ9,ТБИЛИСИ(ТБИЛИСИ ИНТЛ.),28,Y(А12),12:53,1266,2026-06-19 13:06:00,2026-06-19 13:10:00,1.0,2026-06-19 13:13:00,2026-06-19 13:23:00,2026-06-19 13:13:00,2026-06-19 13:23:00,2026-06-19 13:18:00,5.0,2.0,2026-06-19 13:25:00,2026-06-19 13:29:00,,0.0,2026-06-19 13:20:00,2026-06-19 13:23:00,2026-06-19 13:27:00,2026-06-19 13:29:00,,,"Гаврилов В. А., Демчук Д. П.",GEORGIAN AIRWAYS,Выдача до 30 минут
2026-06-19,ЮБГ 509 ,738,ЕРЕВАН(ЗВАРТНОЦ ИНТЛ),29,Y(А13),12:56,2395,2026-06-19 13:06:00,2026-06-19 13:08:00,,2026-06-19 13:10:00,2026-06-19 13:29:00,2026-06-19 13:11:00,2026-06-19 13:29:00,2026-06-19 13:26:00,3.0,2.0,2026-06-19 13:20:00,2026-06-19 13:36:00,,0.0,2026-06-19 13:18:00,2026-06-19 13:21:00,2026-06-19 13:33:00,2026-06-19 13:36:00,,,"Воробьев Т. А., Омурбе У. Б.",Shirak Avia,Выдача до 30 минут
2026-06-19,NE 608 ,320,ХУРГАДА(ХУРГАДА ИНТЛ.),26,Y(А09),13:08,1676,2026-06-19 13:17:00,2026-06-19 13:20:00,,2026-06-19 13:20:00,2026-06-19 13:37:00,2026-06-19 13:20:00,2026-06-19 13:37:00,2026-06-19 13:32:00,5.0,6.0,2026-06-19 13:30:00,2026-06-19 13:43:00,,0.0,2026-06-19 13:27:00,2026-06-19 13:30:00,2026-06-19 13:39:00,2026-06-19 13:42:00,,,Иванов В. А.,Nesma Airlines,Выдача до 30 минут
2026-06-19,TK 3058 ,321,АНТАЛЬЯ,20,Y(А11),13:15,346,2026-06-19 13:24:00,2026-06-19 13:26:00,,2026-06-19 13:26:00,2026-06-19 13:29:00,2026-06-19 13:26:00,2026-06-19 13:29:00,2026-06-19 13:30:00,,1.0,2026-06-19 13:37:00,2026-06-19 13:39:00,,0.0,2026-06-19 13:26:00,2026-06-19 13:41:00,,,,,Демчук Д. П.,Turkish Airlines,Выдача до 30 минут
2026-06-19,У6 274 ,320,ЕКАТЕРИНБУРГ(КОЛЬЦОВО),36,Y(А08),13:51,879,2026-06-19 14:05:00,2026-06-19 14:15:00,7.0,2026-06-19 14:19:00,2026-06-19 14:26:00,2026-06-19 14:19:00,2026-06-19 14:26:00,2026-06-19 14:15:00,11.0,1.0,2026-06-19 14:32:00,2026-06-19 14:35:00,,0.0,2026-06-19 14:27:00,2026-06-19 14:32:00,,,,,Музафаров А. С.,Уральские Авиалинии,Выдача до 30 минут
2026-06-19,ЮВ 206 ,ЦР2,ТОБОЛЬСК(РЕМЕЗОВ),45,Y(А05),13:55,254,2026-06-19 14:03:00,2026-06-19 14:08:00,2.0,2026-06-19 14:05:00,2026-06-19 14:08:00,2026-06-19 14:05:00,2026-06-19 14:08:00,2026-06-19 14:09:00,,1.0,2026-06-19 14:14:00,2026-06-19 14:15:00,,0.0,2026-06-19 14:09:00,2026-06-19 14:16:00,,,,,Рябчевский В. О.,ЮВТ АЭРО,Выдача до 30 минут
2026-06-19,ЯК 479 ,73В,ЯКУТСК,11,Y(А06),14:11,1065,2026-06-19 14:18:00,2026-06-19 14:19:00,,2026-06-19 14:21:00,2026-06-19 14:26:00,2026-06-19 14:21:00,2026-06-19 14:26:00,2026-06-19 14:27:00,,,2026-06-19 14:33:00,2026-06-19 14:34:00,,0.0,2026-06-19 14:27:00,2026-06-19 14:30:00,,,,,Додаров Ф. М.,Якутия,Выдача до 30 минут
2026-06-19,ЯМ 543 ,73Х,НОВОСИБИРСК(ТОЛМАЧЕВО),5,Y(А07),14:19,713,2026-06-19 14:24:00,2026-06-19 14:28:00,1.0,2026-06-19 14:27:00,2026-06-19 14:34:00,2026-06-19 14:27:00,2026-06-19 14:34:00,2026-06-19 14:33:00,1.0,2.0,2026-06-19 14:38:00,2026-06-19 14:39:00,,0.0,2026-06-19 14:34:00,2026-06-19 14:38:00,,,,,Давлатов Б. Ч.,Алроса,Выдача до 30 минут
2026-06-19,TK 417 ,32Б,СТАМБУЛ(СТАМБУЛ НЬЮ),23,Y(А10),14:25,2825,2026-06-19 14:35:00,2026-06-19 14:37:00,,2026-06-19 14:40:00,2026-06-19 14:56:00,2026-06-19 14:40:00,2026-06-19 14:56:00,2026-06-19 14:58:00,,,2026-06-19 14:52:00,2026-06-19 15:01:00,,0.0,2026-06-19 14:42:00,2026-06-19 14:52:00,2026-06-19 14:39:00,2026-06-19 15:01:00,,,Дубинский В. Д.,Turkish Airlines,Выдача до 30 минут
2026-06-19,TK 3164 ,321,БОДРУМ(МИЛАС),21,Y(А09),14:28,1602,2026-06-19 14:38:00,2026-06-19 14:41:00,,2026-06-19 14:38:00,2026-06-19 14:46:00,2026-06-19 14:38:00,2026-06-19 14:46:00,2026-06-19 14:53:00,,,2026-06-19 14:48:00,2026-06-19 14:51:00,,0.0,2026-06-19 14:44:00,2026-06-19 14:56:00,,,,,Музафаров А. С.,Turkish Airlines,Выдача до 30 минут
2026-06-19,MRJ 4879 ,АБ6,ТЕГЕРАН(ИМАМ ХОМЕИНИ ИНТЛ),18,Y(А10),14:40,4672,2026-06-19 15:02:00,2026-06-19 15:05:00,,2026-06-19 15:12:00,2026-06-19 15:25:00,2026-06-19 15:24:00,2026-06-19 15:25:00,2026-06-19 15:37:00,,,2026-06-19 15:23:00,2026-06-19 15:31:00,1.0,0.0,2026-06-19 15:16:00,2026-06-19 15:29:00,2026-06-19 14:48:00,2026-06-19 15:22:00,2026-06-19 15:24:00,2026-06-19 15:25:00,"Екимов С. С., Рябчевский В. О.",Meraj Air,Выдача до 30 минут
2026-06-19,ЮТ 334 ,735,НАРЬЯН-МАР,12,Y(А05),14:50,847,2026-06-19 14:58:00,2026-06-19 15:00:00,,2026-06-19 15:02:00,2026-06-19 15:08:00,2026-06-19 15:04:00,2026-06-19 15:08:00,2026-06-19 15:08:00,,,2026-06-19 15:13:00,2026-06-19 15:17:00,,0.0,2026-06-19 15:09:00,2026-06-19 15:13:00,,,,,"Каламбеков У. О., Хушвактов П. З.",Ютэйр,Выдача до 30 минут
2026-06-19,ЮТ 786 ,73Х,ЕРЕВАН(ЗВАРТНОЦ ИНТЛ),16,Y(А13),15:29,1238,2026-06-19 15:36:00,2026-06-19 15:39:00,,2026-06-19 15:41:00,2026-06-19 15:54:00,2026-06-19 15:41:00,2026-06-19 15:54:00,2026-06-19 15:48:00,6.0,5.0,2026-06-19 15:55:00,2026-06-19 16:00:00,,0.0,2026-06-19 15:50:00,2026-06-19 15:55:00,2026-06-19 15:55:00,2026-06-19 16:00:00,,,Дубинский В. Д.,Ютэйр,Выдача до 30 минут
2026-06-19,PC 388 ,32Щ,СТАМБУЛ(САБИХА ГОКЦЕН),22,Y(А09),15:33,2091,2026-06-19 15:42:00,2026-06-19 15:44:00,,2026-06-19 15:46:00,2026-06-19 16:07:00,2026-06-19 16:06:00,2026-06-19 16:07:00,2026-06-19 16:00:00,7.0,,2026-06-19 15:54:00,2026-06-19 16:09:00,,0.0,2026-06-19 15:49:00,2026-06-19 15:54:00,2026-06-19 16:05:00,2026-06-19 16:10:00,,,"Демчук Д. П., Додаров Ф. М.",Pegasus,Выдача до 30 минут
2026-06-19,НВЦ 9152 ,32Щ,САБЕТТА,14,Y(А06),15:39,1427,2026-06-19 15:50:00,2026-06-19 15:51:00,,2026-06-19 15:53:00,2026-06-19 16:05:00,2026-06-19 15:53:00,2026-06-19 16:05:00,2026-06-19 16:04:00,1.0,2.0,2026-06-19 16:03:00,2026-06-19 16:15:00,,0.0,2026-06-19 16:00:00,2026-06-19 16:04:00,2026-06-19 16:12:00,2026-06-19 16:18:00,,,Омурбе У. Б.,Северо-Запад,Выдача до 30 минут
2026-06-19,ХИ 9615 ,32Н,УРГЕНЧ(УРГЕНЧ ИНТЛ.),24,Y(А12),15:42,1923,2026-06-19 15:52:00,2026-06-19 15:53:00,,2026-06-19 15:55:00,2026-06-19 16:08:00,2026-06-19 15:55:00,2026-06-19 16:08:00,2026-06-19 16:09:00,,,2026-06-19 16:05:00,2026-06-19 16:19:00,,0.0,2026-06-19 16:01:00,2026-06-19 16:06:00,2026-06-19 16:15:00,2026-06-19 16:19:00,,,Музафаров А. С.,UZBEKISTAN AIRWAYS,Выдача до 30 минут
2026-06-19,ДР 160 ,73Х,КРАСНОДАР(ПАШКОВСКИЙ),49,Y(А07),15:45,553,2026-06-19 15:55:00,2026-06-19 15:55:00,,2026-06-19 15:55:00,2026-06-19 15:59:00,2026-06-19 15:55:00,2026-06-19 15:59:00,2026-06-19 16:03:00,,,2026-06-19 16:07:00,2026-06-19 16:08:00,,0.0,2026-06-19 16:02:00,2026-06-19 16:07:00,,,,,Гаврилов В. А.,Победа,Выдача до 30 минут
2026-06-19,FZ 989 ,7М8,ДУБАЙ(ДУБАЙ ИНТЛ.),26A,Y(А09),15:50,1708,2026-06-19 16:03:00,2026-06-19 16:05:00,,2026-06-19 16:04:00,2026-06-19 16:16:00,2026-06-19 16:04:00,2026-06-19 16:16:00,2026-06-19 16:18:00,,1.0,2026-06-19 16:15:00,2026-06-19 16:21:00,,0.0,2026-06-19 16:12:00,2026-06-19 16:16:00,2026-06-19 16:16:00,2026-06-19 16:20:00,,,"Иванов В. А., Хушвактов П. З.",flydubai,Выдача до 30 минут
2026-06-19,В2 979 ,73Х,МИНСК(МИНСК ИНТЛ.),29,Y(А13),16:11,703,2026-06-19 16:22:00,2026-06-19 16:23:00,,2026-06-19 16:25:00,2026-06-19 16:31:00,2026-06-19 16:25:00,2026-06-19 16:31:00,2026-06-19 16:31:00,,1.0,2026-06-19 16:35:00,2026-06-19 16:39:00,,0.0,2026-06-19 16:32:00,2026-06-19 16:35:00,,,,,Каламбеков У. О.,Белавиа,Выдача до 30 минут
2026-06-19,ЖГ 926 ,73Й,ТБИЛИСИ(ТБИЛИСИ ИНТЛ.),30,Y(А11),16:25,1839,2026-06-19 16:36:00,2026-06-19 16:38:00,,2026-06-19 16:47:00,2026-06-19 17:00:00,2026-06-19 16:47:00,2026-06-19 17:00:00,2026-06-19 16:52:00,8.0,1.0,2026-06-19 16:58:00,2026-06-19 17:07:00,2.0,1.0,2026-06-19 16:54:00,2026-06-19 16:58:00,2026-06-19 17:01:00,2026-06-19 17:05:00,,,Воробьев Т. А.,GEORGIAN AIRWAYS,Выдача от 30 до 40 минут
2026-06-19,TK 3070 ,32Б,АНТАЛЬЯ,20,Y(А09),16:43,2172,2026-06-19 16:55:00,2026-06-19 16:57:00,,2026-06-19 17:01:00,2026-06-19 17:06:00,2026-06-19 17:01:00,2026-06-19 17:06:00,2026-06-19 17:13:00,,,2026-06-19 17:09:00,2026-06-19 17:13:00,,0.0,2026-06-19 16:54:00,2026-06-19 17:16:00,,,,,Екимов С. С.,Turkish Airlines,Выдача до 30 минут
